ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2390,27,1,41,90033,1,1.9,3,0,0,0,0,0,1
3495,29,2,31,91330,4,1.5,2,0,0,0,0,0,0
867,44,20,70,94611,4,1.9,1,0,0,0,0,1,0
753,64,39,22,90071,4,0.6,2,0,0,0,0,0,0
1645,59,35,33,91355,4,0.4,1,131,0,0,0,0,1
93,43,19,34,94305,3,0.6,2,0,0,0,0,0,0
4825,32,6,25,96001,3,1.0,1,0,0,0,0,1,0
3102,55,31,91,93555,2,2.8,1,0,0,0,0,0,0
2433,54,30,45,92182,4,0.9,2,0,0,0,0,0,1
2630,44,18,18,93943,2,0.1,3,0,0,0,0,1,0
1491,30,4,18,95020,4,0.3,2,0,0,0,0,1,1
2896,60,36,39,94501,4,1.3,2,140,0,0,0,1,0
2178,31,7,108,94507,1,4.0,1,0,0,0,0,1,0
730,58,28,90,93106,1,3.0,3,0,0,0,0,0,1
4760,66,41,80,92093,4,0.1,2,0,0,0,0,1,0
2472,36,11,44,91040,2,1.1,2,85,0,0,0,1,0
2243,41,17,45,93437,1,1.8,1,172,0,1,0,1,0
1937,50,24,82,90291,3,3.0,2,0,0,0,0,1,0
1746,37,12,40,90065,2,1.1,2,0,0,1,0,0,1
4747,31,7,18,95616,1,0.4,3,0,0,0,0,1,0
4374,30,6,139,94501,1,4.3,1,0,0,0,0,1,0
3492,51,27,12,92697,2,0.4,1,0,0,0,0,0,1
1111,58,33,34,92028,3,0.2,1,83,0,0,0,1,0
3338,59,29,61,92008,3,2.0,3,0,0,0,0,1,0
4033,59,35,93,94301,2,1.6,1,0,0,0,0,0,1
4472,56,30,79,94588,3,0.8,1,302,0,0,0,0,0
4158,34,10,22,94545,3,0.9,3,0,0,0,0,1,0
347,44,19,50,90745,3,2.7,2,0,0,0,0,1,0
1186,43,19,31,94025,3,0.5,1,0,0,0,0,0,0
4007,56,32,28,92130,1,1.2,3,0,0,0,0,1,0
1516,54,28,28,94305,4,1.5,3,0,0,0,0,1,1
4670,27,1,64,94501,4,1.8,2,0,0,0,0,1,1
579,46,19,49,92124,3,2.5,2,0,0,0,0,1,1
1965,34,10,34,95060,1,1.5,2,111,0,0,0,0,1
76,31,7,135,94901,4,3.8,2,0,1,0,1,1,1
1430,31,5,35,95064,1,0.6,3,171,0,0,0,0,0
3713,50,25,112,92154,1,0.6,1,0,0,0,0,0,0
4431,38,12,24,94588,2,0.8,3,0,0,0,0,1,1
2752,47,23,32,92251,4,0.6,1,156,0,0,0,1,1
4953,29,3,53,94005,4,1.8,3,0,0,0,0,1,0
1847,56,32,15,90089,1,0.1,2,0,0,0,0,1,0
132,58,34,149,93720,4,7.2,2,0,1,0,1,1,1
179,53,29,24,95818,4,0.2,1,0,0,0,0,1,1
2900,42,18,114,94305,1,0.3,1,0,0,0,0,0,0
4467,34,10,60,90071,3,2.8,1,0,0,0,1,1,1
4195,63,37,31,95819,1,0.5,3,0,0,0,0,1,0
2523,63,37,145,94025,2,6.9,1,0,0,0,0,1,0
1843,53,29,93,95051,1,2.7,2,256,0,0,0,1,0
2099,59,35,94,90089,1,3.8,1,272,0,0,0,0,0
3950,31,5,23,93407,1,0.4,2,0,0,0,0,1,1
2374,33,9,184,94304,2,4.8,2,0,1,0,0,0,0
605,28,3,70,90245,4,2.2,1,240,0,0,0,0,1
2628,56,30,61,93106,3,2.5,1,193,0,0,0,1,0
26,43,19,29,94305,3,0.5,1,97,0,0,0,1,0
659,52,26,35,91711,3,0.9,3,0,0,0,0,0,0
4978,40,15,54,90266,3,0.8,3,0,0,0,0,1,0
3318,65,41,79,90035,3,2.0,3,0,0,0,0,0,0
3869,41,16,44,92037,1,0.3,3,0,0,0,0,0,0
174,58,34,42,90095,4,1.5,1,0,0,0,0,1,1
1612,58,32,75,92096,2,2.3,3,0,0,0,0,0,0
438,36,9,31,95825,4,1.0,2,0,0,1,0,1,0
332,32,6,28,94115,3,1.0,1,0,0,0,0,0,0
3101,52,27,81,90024,4,3.8,2,0,0,0,0,0,1
1455,51,25,148,90024,1,1.0,1,0,0,0,0,0,0
343,43,19,118,91304,2,3.3,1,0,0,0,0,0,1
3210,42,16,173,91355,2,1.5,2,373,1,0,1,1,1
4577,55,30,41,93003,2,0.6,3,0,0,0,0,1,1
1089,59,35,95,95521,1,3.8,1,0,0,0,0,1,1
480,60,36,132,92154,2,6.0,1,470,0,0,0,1,1
728,62,37,18,92037,3,1.3,2,0,0,0,0,1,0
3784,60,34,51,90028,3,1.4,3,0,0,0,0,0,0
977,54,30,24,94109,4,0.2,1,0,0,1,0,0,0
3785,30,6,115,94611,4,3.8,2,0,1,0,0,1,0
2978,35,10,161,94109,1,4.1,1,0,0,1,0,1,0
1929,58,34,35,94122,1,1.2,3,0,0,0,0,1,0
1469,45,18,78,92129,3,2.6666666666666665,2,0,0,0,0,1,0
1225,59,35,45,94920,1,1.8,3,0,0,0,0,1,0
2857,36,10,172,94704,4,1.0,2,295,1,0,0,1,0
1953,30,5,78,92037,1,2.6,2,0,0,0,0,1,0
4831,37,12,60,95616,4,2.1,3,217,0,0,0,1,0
4501,50,26,24,94305,4,0.5,2,0,0,0,0,0,1
1893,55,30,55,94110,3,1.7,1,0,0,0,0,0,1
1300,50,25,14,95762,2,0.7,3,0,0,1,0,1,0
2991,49,25,163,94608,2,0.4,1,0,0,1,0,0,0
4600,49,25,149,90024,2,0.4,1,0,0,0,0,1,0
661,39,14,165,92126,2,3.3,1,0,0,0,0,1,0
4578,63,37,80,90401,2,1.7,3,0,0,0,0,1,1
4074,51,27,19,92120,1,0.2,1,0,0,0,0,0,0
2785,36,9,115,91765,4,2.2,2,0,1,0,0,0,0
4938,33,8,162,94960,1,8.6,1,0,0,0,1,1,1
3828,39,14,128,93943,2,3.9,1,196,0,0,0,1,0
2715,46,20,158,92870,3,5.4,1,432,1,0,0,0,1
4658,41,16,9,90089,2,0.3,2,0,0,0,0,0,1
268,47,22,81,90504,1,2.9,1,138,0,0,0,0,0
4443,48,23,62,91367,4,3.6,3,83,0,0,0,0,1
4960,51,27,55,93014,1,1.6,2,197,0,1,0,1,0
3373,55,29,81,94928,4,4.9,1,209,0,0,0,1,0
3596,38,14,104,90025,2,1.8,2,79,0,0,0,0,0
4317,30,6,95,91950,2,0.2,1,0,0,1,0,1,0
3723,42,17,60,93118,1,2.4,1,98,0,0,0,1,0
3407,42,12,34,92177,3,2.0,3,0,0,0,0,0,1
1279,36,10,74,94305,1,2.5,1,0,0,0,0,0,1
4641,30,6,42,90034,1,2.1,3,0,0,0,0,1,0
3918,41,15,89,94608,3,0.1,1,292,0,0,0,1,0
2679,63,38,148,93023,2,4.3,3,0,1,0,0,1,0
1622,31,6,53,92093,4,2.2,1,114,0,0,0,1,0
4104,44,20,52,94143,1,0.8,3,196,0,0,0,0,1
2858,34,8,184,93106,3,7.5,1,0,1,0,0,0,0
1897,32,7,83,94304,1,2.6,2,0,0,1,0,0,1
3925,61,37,122,94609,2,6.0,1,0,0,0,0,1,0
3015,60,34,40,91311,1,2.5,3,166,0,0,0,1,0
4439,43,18,22,90025,2,0.0,3,0,0,0,0,0,0
68,53,23,45,95123,4,2.0,3,132,0,1,0,0,0
2043,41,17,121,94102,1,0.3,1,0,0,0,0,1,0
2581,31,7,149,92624,1,6.0,1,0,0,0,0,0,0
3783,30,5,80,91311,4,2.2,2,0,0,1,0,1,0
3791,46,22,71,92029,2,1.7,1,0,0,0,0,1,1
821,51,25,145,90740,1,0.3,1,0,0,0,0,1,0
1227,60,36,14,90089,2,0.3,1,109,0,0,0,1,1
2992,42,17,113,93014,3,1.0,1,0,0,1,0,1,0
3133,32,7,83,94302,2,2.5,1,148,0,1,0,1,0
2744,32,8,22,94583,4,0.7,2,0,0,0,0,1,1
4458,55,29,81,92843,3,1.7,2,171,0,0,0,1,0
4270,47,23,12,92518,4,0.5,2,0,0,0,0,0,0
3350,55,25,95,92407,2,4.5,3,275,0,0,0,0,0
1144,33,7,120,94022,1,3.2,3,0,1,0,0,1,0
398,26,2,48,90503,3,0.7,2,0,0,0,0,1,0
2907,35,8,55,92870,2,1.6666666666666667,2,0,0,0,0,1,0
4302,49,24,130,92677,4,1.1,1,281,1,0,1,1,0
2760,59,33,64,95617,3,0.3,2,0,0,0,0,0,0
1399,42,18,141,93407,1,3.5,1,0,0,0,0,0,0
1660,33,7,139,95828,1,4.0,3,106,1,0,1,1,1
980,50,26,48,94720,4,0.1,3,0,0,0,0,0,1
1299,38,14,74,90274,1,3.6,2,0,0,0,0,1,1
3556,35,9,81,91107,1,2.7,2,0,0,0,0,1,0
83,41,16,82,92507,1,4.0,3,0,0,0,0,1,0
4508,26,1,8,94550,2,0.9,3,0,0,0,0,0,1
2459,46,20,72,93108,2,0.8,3,0,0,0,0,1,1
3740,39,14,80,90502,2,0.4,1,0,0,0,0,0,0
3782,65,40,118,94104,1,1.3,1,333,0,0,1,1,1
2289,35,11,72,94706,3,2.6,2,0,0,0,0,1,0
424,43,19,161,95616,2,7.5,1,0,0,0,0,0,0
4340,35,11,38,95518,1,1.7,1,0,0,0,0,0,1
1905,38,14,91,95060,2,0.0,1,0,0,0,0,1,0
4539,51,24,85,94305,3,2.0,2,0,0,0,0,0,0
3353,34,4,19,92521,1,0.6666666666666666,3,83,0,0,0,1,0
3103,49,25,30,90095,4,0.9,2,0,0,0,0,0,1
1566,34,9,104,95758,3,1.2,3,0,0,0,0,1,0
3356,49,23,93,90036,1,2.4,1,0,0,0,0,1,1
840,39,15,79,92646,4,2.4,1,0,0,0,0,0,0
501,59,33,34,92177,2,0.3,1,0,0,0,0,0,0
142,35,11,58,95831,3,2.0,1,149,0,0,0,1,1
1378,27,3,109,93023,2,2.5,1,0,0,0,0,1,0
3698,39,13,59,95616,3,0.5,3,0,0,0,0,0,0
2145,33,6,168,94720,3,5.666666666666667,2,0,1,1,1,1,0
1139,30,6,83,93101,4,3.4,1,0,0,1,0,1,0
2928,43,17,124,94117,1,5.2,1,0,0,0,0,0,0
1788,32,6,44,94608,4,0.2,1,0,0,1,1,1,1
3485,45,18,53,92104,3,2.5,2,112,0,0,0,0,0
551,60,34,54,94301,3,0.3,2,0,0,0,0,1,1
4907,54,28,49,94608,1,2.2,3,128,0,0,0,0,0
2020,43,17,44,94611,1,0.2,1,0,0,1,1,1,0
949,30,4,81,92037,1,2.9,3,259,0,0,0,1,1
2601,42,18,51,92868,3,2.1,3,0,0,0,0,0,0
533,62,37,39,94305,2,2.8,1,113,0,0,1,1,1
1830,59,29,45,95630,3,2.0,3,0,0,0,0,1,0
2918,55,31,34,94305,3,1.5,1,101,0,0,0,1,0
4419,59,34,145,95125,4,1.8,1,198,1,0,0,1,0
3872,40,16,125,91304,2,1.9,1,0,0,0,0,0,1
1603,40,14,74,90245,4,1.4,2,0,0,0,0,1,0
640,62,36,32,92646,2,0.2,3,0,0,0,0,1,1
4833,29,4,83,91950,4,2.2,2,0,0,0,0,1,1
968,55,30,73,92675,4,3.8,2,0,0,0,0,1,0
4238,60,34,78,90401,3,4.4,1,0,0,1,0,0,0
2698,57,32,44,93407,3,0.5,2,0,0,0,0,1,0
1684,55,29,33,92660,2,0.4,3,0,0,0,0,0,0
4471,44,20,111,91911,2,5.3,2,0,1,0,0,1,0
2343,62,37,92,94608,3,0.5,1,310,0,0,0,1,0
156,24,0,60,94596,4,1.6,1,0,0,0,0,1,0
2488,45,20,40,92886,1,0.5,3,0,0,1,0,1,0
4642,36,11,31,94022,4,1.7,1,124,0,0,0,1,1
1090,53,29,94,92103,4,1.0,2,0,0,0,0,1,0
2656,50,26,42,91784,2,1.0,3,78,0,1,0,1,0
4241,39,14,161,95064,1,4.1,1,509,0,1,0,0,0
289,44,19,172,94306,2,4.3,3,391,1,1,1,1,0
931,28,4,43,92103,3,0.1,2,0,0,0,0,1,0
2536,50,25,21,90274,2,0.7,3,129,0,0,0,0,0
4029,46,20,64,94117,4,2.9,1,189,0,0,0,0,0
3372,44,18,33,95351,3,0.5,2,0,0,0,0,0,0
4622,57,32,60,93407,3,1.7,1,0,0,1,1,1,1
3292,53,28,38,94998,1,1.3,2,0,0,0,0,1,0
943,55,29,30,91320,4,0.7,2,0,0,0,0,0,1
3860,50,24,62,90245,1,1.4,3,0,0,0,0,0,0
4663,56,31,59,94303,2,1.9,2,0,0,0,0,1,0
1699,44,20,149,92121,1,1.7,1,0,0,0,0,1,0
4709,62,37,10,92606,3,0.5,1,0,0,0,0,1,0
3201,48,23,70,92122,1,2.8,2,0,0,0,0,0,0
4602,37,12,55,95630,1,2.5,3,0,0,0,0,1,0
4609,44,19,28,91604,1,0.3,3,0,0,0,0,1,0
986,46,22,118,92120,1,4.7,1,159,0,0,0,0,1
3319,46,20,105,90089,4,3.2,1,0,1,0,0,0,0
2868,59,33,110,90007,3,4.4,1,264,0,0,0,1,0
4057,51,25,113,91320,2,6.3,1,0,0,0,0,0,0
4778,32,8,30,94534,4,0.4,2,78,0,0,0,1,0
982,36,12,142,90064,3,2.3,2,0,1,0,1,1,1
2493,28,3,134,96091,2,3.1,1,0,0,0,0,1,0
3793,62,36,109,92709,4,1.7,3,0,0,0,0,1,0
3549,40,16,41,91107,1,2.0,2,0,0,0,0,0,1
2943,29,5,160,90405,1,4.3,1,385,0,0,0,1,0
3528,35,10,24,95054,4,1.1,3,0,0,0,0,0,0
3846,26,1,54,94061,4,0.6,2,230,0,0,0,0,0
1458,42,16,25,94304,2,0.8,3,0,0,0,0,0,1
1396,47,23,190,92831,4,0.3,3,305,1,0,0,0,0
265,45,19,38,90840,2,0.7,1,0,0,0,0,0,0
4096,42,17,59,94105,4,0.4,1,0,0,0,0,1,0
930,55,30,22,92121,1,1.5,2,91,0,0,0,0,1
4872,46,22,53,95616,4,1.9,1,187,0,0,0,0,0
2693,46,20,82,90230,2,1.7,2,0,0,0,0,1,1
247,38,14,60,94025,2,0.6,3,0,0,0,0,1,1
3590,38,12,52,92807,2,2.4,2,147,0,0,0,0,0
1759,40,14,54,96003,2,0.7,1,0,0,0,0,0,0
4866,50,24,133,90025,4,1.4,2,342,1,0,0,0,1
2811,58,34,45,93943,4,1.3,2,201,0,0,0,0,0
924,55,30,28,95123,1,1.5,2,0,0,0,0,0,0
2881,64,40,40,96064,2,1.1,1,0,0,0,0,1,0
269,64,39,129,94002,1,2.5,1,0,0,0,0,1,0
670,56,29,41,94109,4,2.5,2,0,0,0,0,0,0
4476,43,18,59,95039,3,0.8,3,91,0,0,0,1,0
1911,43,18,83,95616,2,3.8,3,112,0,0,0,0,0
2986,48,23,63,94606,4,3.6,3,0,0,0,0,0,0
1153,63,37,21,95831,2,0.4,1,0,0,0,0,1,0
4818,46,22,134,93305,2,3.3,1,0,0,0,0,0,0
3456,43,19,28,93010,3,0.5,1,0,0,0,0,1,1
4242,34,9,40,95054,4,2.0,2,0,0,0,0,1,1
4550,53,29,41,94080,2,0.8,1,0,0,0,0,1,0
2173,39,15,79,92028,2,1.8,2,219,0,0,0,0,0
4516,29,3,49,94305,4,2.1,3,0,0,0,0,0,0
1916,37,11,69,91911,3,2.1,1,0,0,1,0,0,0
613,65,40,129,90095,1,1.3,1,0,0,0,0,1,1
2407,31,7,10,92354,1,0.5,3,81,0,0,0,1,0
4206,61,36,139,95133,2,3.9,1,0,0,0,0,0,0
1899,50,24,43,95630,4,0.1,1,0,0,0,0,1,0
1650,29,4,73,95039,1,0.8,2,0,0,0,0,1,0
2608,57,33,49,94305,4,1.5,1,214,0,1,1,1,1
259,35,9,24,95747,4,0.3,1,0,0,0,0,1,0
848,40,14,73,94539,1,1.5,3,252,0,0,0,1,0
4252,42,16,62,95064,3,0.9,3,0,0,0,0,1,0
1234,53,29,22,93943,2,0.4,1,0,0,0,0,1,0
1128,35,9,58,91101,1,2.5,1,0,0,0,0,1,1
1968,43,18,89,94303,3,0.5,3,108,0,0,0,0,1
559,30,5,38,95064,4,2.0,2,0,0,1,0,0,0
3906,52,28,55,94596,1,1.6,3,0,0,0,0,0,0
485,25,1,113,95023,2,0.2,1,0,0,0,0,1,1
1321,31,7,192,90250,1,0.0,2,0,1,0,0,1,0
3405,39,14,21,94303,1,0.6,3,101,0,0,0,0,0
8,50,24,22,93943,1,0.3,3,0,0,0,0,0,1
3280,26,-1,44,94901,1,2.0,2,0,0,0,0,0,0
3190,32,6,31,92675,1,0.3,1,0,0,0,0,0,0
1451,59,34,80,90086,3,0.5,1,0,0,0,0,1,1
3981,46,22,89,92866,4,1.4,2,0,0,0,0,1,0
1815,48,22,79,95747,3,0.7,2,0,0,0,0,1,0
774,41,16,120,92612,2,3.9,1,0,0,0,0,1,1
1012,52,27,39,94304,2,0.7,2,166,0,0,0,1,0
2819,35,9,40,93943,3,0.9,1,0,0,0,0,1,1
3276,32,8,65,95134,1,1.2,1,268,0,0,0,1,0
1992,46,22,30,90747,3,0.5,1,0,0,0,0,0,0
1278,45,20,194,92110,2,8.8,1,428,0,0,0,0,0
1784,53,27,192,94720,1,1.7,1,601,0,0,0,1,0
3106,30,4,23,94122,4,0.3,2,121,0,0,0,0,0
447,47,23,22,93108,1,1.0,1,0,0,0,0,0,1
881,57,31,58,91604,1,0.2,1,177,0,0,0,1,0
4460,32,8,115,90064,1,4.0,1,0,0,0,0,0,0
782,56,32,158,94588,3,3.7,3,0,1,0,0,1,0
1750,46,22,52,95814,2,2.1,3,221,0,0,0,0,0
3389,45,21,115,91320,2,3.3,1,85,0,0,0,1,0
4882,57,32,24,92346,2,0.2,3,140,0,0,0,1,0
884,51,26,78,92703,1,1.2,1,305,0,0,0,1,0
2945,55,30,79,92182,2,0.0,3,0,0,0,0,0,0
1092,41,17,48,94720,3,0.3,3,0,0,0,0,1,1
4784,43,19,32,94720,4,0.3,1,0,0,0,0,0,0
532,32,6,50,90401,4,2.1,3,0,0,1,1,1,1
4023,35,5,81,94234,4,4.0,3,0,0,0,0,1,0
4422,63,38,9,94707,4,0.6,2,100,0,0,0,1,1
4099,27,3,75,90032,4,0.0,1,0,0,0,0,0,0
1728,52,26,54,90049,2,1.5,2,0,0,0,0,0,1
611,52,28,81,94132,3,1.8,2,275,0,0,0,0,0
571,49,25,161,94928,3,6.5,2,485,1,1,1,0,0
2672,62,37,128,92093,1,2.5,1,0,0,0,0,0,0
3719,45,19,8,92833,2,0.1,3,0,0,0,0,0,1
344,35,5,22,93407,1,0.6666666666666666,3,103,0,0,0,0,0
3001,40,14,164,94720,1,4.3,2,0,1,0,0,0,0
3140,52,26,95,92130,1,0.3,1,0,0,0,0,1,0
435,30,6,45,95819,1,1.8,2,0,0,0,0,1,0
1904,56,26,50,90095,3,1.4,3,0,0,0,0,0,0
3805,47,22,203,95842,2,8.8,1,0,0,0,0,1,0
4777,47,23,40,95123,2,2.1,3,156,0,0,0,1,0
2070,30,4,35,90059,4,0.8,1,0,0,0,0,1,1
1538,58,34,41,94608,4,1.3,1,0,0,0,0,1,0
2253,58,32,41,95819,3,1.4,1,0,0,0,0,1,0
2347,52,26,59,92660,2,1.5,2,239,0,0,0,0,1
1518,52,26,45,92697,4,1.8,1,0,0,0,0,1,0
966,62,36,135,94301,2,5.2,2,0,1,0,0,1,0
4407,50,25,24,95133,4,0.4,2,137,0,0,0,1,0
529,64,39,122,90089,4,0.2,1,378,1,0,0,1,0
177,52,25,44,93111,3,1.0,2,135,0,0,0,1,0
3483,57,33,91,95133,1,4.3,1,81,0,1,0,0,0
2544,64,39,24,94117,4,0.6,2,0,0,0,0,0,0
4936,59,33,81,94022,2,1.4,1,0,0,0,0,1,0
573,39,15,128,92333,1,3.4,1,0,0,0,0,0,0
2300,62,37,15,94583,3,0.1,3,91,0,0,0,0,0
3509,33,9,125,92182,1,4.3,3,0,1,0,0,1,0
2460,62,37,41,95060,3,0.9,3,0,0,0,0,1,1
3610,29,5,162,94022,1,4.3,1,0,0,0,0,0,1
4555,41,16,109,94801,3,1.0,1,0,0,1,0,1,0
2209,64,40,92,91109,2,0.0,3,185,0,1,0,1,0
4721,41,15,88,90740,1,2.8,3,0,0,1,0,0,0
2756,37,11,22,93711,3,0.1,2,0,0,0,0,1,1
384,44,18,53,94608,1,0.2,1,0,0,0,0,1,0
853,33,7,29,92064,1,0.6,3,127,0,0,0,0,1
1881,44,19,49,94720,4,1.9,3,89,0,0,0,1,0
371,36,12,25,92101,4,1.0,1,147,0,0,0,0,0
2379,30,5,61,95605,1,0.8,2,251,0,1,1,1,0
4324,52,28,31,92008,4,0.9,2,151,0,1,0,1,0
1106,35,10,182,95051,1,0.3,2,229,1,0,1,1,1
3414,54,24,72,95123,3,1.4,3,0,0,0,0,0,1
3947,25,-1,40,93117,3,2.4,2,0,0,0,0,1,0
1337,36,12,42,93555,1,1.3333333333333333,1,0,0,0,0,1,0
2190,48,23,128,94309,1,0.6,1,0,0,0,0,1,1
4595,53,27,31,91320,3,0.9,3,78,0,0,0,1,0
2320,34,9,198,95819,2,3.0,1,422,0,0,0,1,0
4706,61,37,141,92677,3,0.7,1,0,1,0,1,1,1
3711,49,22,23,90032,2,1.0,2,0,0,0,0,1,1
4849,58,32,145,94920,2,0.5,1,119,0,0,0,1,0
1172,64,40,43,95014,1,1.9,2,0,0,0,0,1,0
4326,59,35,52,95616,4,1.5,1,0,0,0,0,1,1
2695,45,19,85,94720,3,2.1,1,0,0,0,0,1,1
1423,32,8,32,94143,2,1.0,2,103,0,0,1,1,1
2342,36,10,91,92028,1,1.5,3,289,0,0,0,1,0
2652,43,17,51,94025,1,0.7,3,0,0,0,0,0,0
4156,55,30,28,90291,4,0.1,3,149,0,0,0,1,1
1465,28,4,120,92333,2,0.6,1,0,0,0,0,1,0
875,30,4,40,92056,4,2.1,3,0,0,0,0,1,1
3340,27,1,141,95135,4,5.1,3,354,1,0,0,0,0
4341,34,10,92,90024,2,2.7,1,0,0,1,1,0,1
1252,39,13,31,95120,2,0.8,3,0,0,0,0,0,0
2349,51,25,85,94015,4,4.9,1,0,0,0,0,1,1
841,27,3,94,92373,2,0.2,1,310,0,0,0,0,1
4569,26,0,44,94305,4,1.3,3,0,0,1,0,0,0
582,28,3,55,94521,4,2.2,1,0,0,0,0,1,1
205,56,31,61,96150,2,1.9,2,105,0,0,0,0,0
1642,58,34,152,92182,4,3.6,3,0,1,0,0,0,0
2015,49,19,169,95054,3,5.666666666666667,3,167,1,0,1,0,1
906,46,22,28,94720,1,1.0,1,84,0,0,0,1,1
632,45,18,40,94960,3,1.0,2,0,0,0,0,1,0
3365,41,15,41,94143,2,2.4,2,105,0,0,0,0,0
1975,39,13,63,90095,4,0.2,3,242,0,0,0,0,0
163,38,12,52,90036,1,2.0,1,0,0,0,0,0,0
3173,35,9,23,95670,4,0.3,1,0,0,0,0,0,0
3613,50,25,99,90245,1,4.6,1,368,1,1,1,0,1
4676,35,11,32,91360,1,1.3333333333333333,1,137,0,0,0,1,1
618,46,20,74,94024,4,2.6,3,0,0,0,0,1,0
4069,59,34,21,95035,2,0.5,2,0,0,0,0,1,0
1432,58,34,128,90058,1,7.4,1,0,0,0,0,0,0
548,44,14,44,94132,3,2.0,3,180,0,1,1,1,1
3335,40,14,30,94720,2,0.8,3,86,0,0,0,0,0
4547,48,24,74,91109,3,0.7,1,0,0,1,0,1,0
4224,53,26,8,94709,1,0.5,2,0,0,0,0,0,1
2388,28,2,51,94720,4,1.8,3,0,0,0,0,0,1
4244,46,22,74,94550,3,0.7,1,0,0,0,0,1,0
3996,53,28,34,92697,2,0.6,3,0,0,0,0,1,1
4066,44,19,68,94305,1,3.7,3,0,0,0,0,1,0
1862,62,38,161,90274,1,2.9,1,0,0,1,1,1,1
641,43,18,85,94960,1,3.7,3,327,0,1,0,1,0
3903,45,21,39,93305,2,2.1,3,0,0,0,0,0,1
638,53,28,31,90245,4,0.1,3,0,0,0,0,1,0
4263,58,33,42,92093,4,1.7,1,0,0,0,0,0,0
3911,33,8,62,94596,1,1.0,1,0,0,0,0,1,0
2987,55,30,153,94305,2,2.8,2,0,1,1,1,1,0
2097,55,29,54,95051,2,2.3,3,93,0,0,0,0,0
4612,34,7,52,93940,2,1.0,2,0,0,0,0,1,0
3076,26,0,85,95616,2,1.6,3,0,0,0,0,0,0
3675,42,16,38,93437,1,0.2,1,0,0,1,0,0,0
2842,37,11,190,94305,4,7.3,2,565,1,0,1,1,0
922,31,5,91,92096,3,1.6,1,126,0,0,0,1,1
547,27,2,68,94025,3,2.6,3,203,0,1,0,0,0
3667,60,35,51,94143,2,2.8,1,0,0,0,0,1,0
1901,61,36,10,91365,4,0.4,2,0,0,0,0,1,0
2029,42,17,9,91710,2,0.0,3,0,0,0,0,0,0
2302,38,13,84,93403,4,0.7,3,0,0,0,0,0,0
1886,31,6,19,96001,4,1.1,3,104,0,0,1,1,1
1643,27,3,84,95814,3,1.5,1,0,0,0,0,1,1
3510,38,12,61,91330,3,0.9,3,0,0,0,0,0,0
4810,43,19,32,94501,3,0.6,2,0,0,0,0,0,0
2098,37,11,14,90740,3,0.1,2,113,0,0,0,1,0
4358,39,14,141,93302,4,6.3,1,0,1,1,1,1,1
3789,32,7,82,95616,2,2.5,1,221,0,0,0,1,1
4495,29,4,182,95354,1,3.7,3,0,1,0,0,1,0
4968,41,16,69,92697,1,0.1,2,0,0,0,0,1,0
837,42,17,74,92123,3,3.0,1,0,0,0,0,0,1
602,58,32,38,91320,1,1.4,1,0,0,0,0,1,1
2185,62,36,183,90095,2,3.4,3,0,1,0,0,0,0
3866,56,30,64,93105,3,2.5,1,0,0,0,0,0,0
2482,55,30,64,94306,2,1.9,2,0,0,0,0,0,0
4308,45,19,128,94928,4,6.0,3,0,1,0,0,1,0
1583,43,19,170,92037,4,4.25,1,318,1,0,1,1,1
4267,42,16,11,94015,1,0.2,1,87,0,0,0,0,1
2534,54,29,111,93023,1,1.1,2,0,1,0,0,1,0
2726,63,38,138,92675,1,2.5,1,0,0,0,0,1,0
1071,36,9,40,90840,2,1.0,2,0,0,0,0,1,0
1776,46,22,73,91360,1,0.8,3,117,0,0,0,0,0
4809,42,16,32,90033,3,0.5,2,0,0,0,0,0,1
1284,30,6,64,94305,4,3.4,1,117,0,0,0,0,0
3051,50,25,58,92131,1,1.3,2,0,0,0,0,1,0
4754,46,21,85,92867,1,0.2,2,0,0,1,1,1,1
1837,44,19,74,90041,4,1.9,3,0,0,0,0,0,0
4243,46,21,68,94720,1,0.2,2,0,0,0,0,1,0
1020,29,3,30,91745,4,0.3,2,157,0,0,0,0,0
4134,41,17,129,94720,1,3.4,1,0,0,0,0,0,1
1327,32,5,63,90024,4,2.0,2,0,0,1,0,1,0
476,43,19,152,92008,3,6.1,2,0,1,0,0,0,0
4272,25,1,150,92507,1,6.333333333333333,1,0,0,0,0,0,0
1652,62,36,158,94301,2,6.3,3,0,1,0,0,1,0
3999,34,10,41,94102,1,1.3333333333333333,1,0,0,0,0,0,1
4468,55,30,99,91768,1,0.1,3,0,0,0,0,0,0
2611,40,16,60,94501,2,3.2,1,0,0,0,0,0,0
2477,54,28,30,95616,4,0.7,2,0,0,0,0,1,0
2584,37,11,71,91302,1,2.5,1,185,0,0,0,1,1
1374,60,35,135,92612,3,0.3,3,0,1,0,0,1,0
740,49,23,82,91902,2,2.4,2,0,0,0,0,0,0
3619,35,8,48,92697,2,1.0,2,0,0,0,0,1,0
2441,31,5,22,91401,1,0.6,3,0,0,0,0,0,0
868,61,35,61,94708,1,1.6,1,0,0,0,0,0,0
1141,32,6,13,94611,4,0.3,1,0,0,0,0,1,1
998,46,20,69,92780,3,2.1,1,0,0,0,0,0,0
1338,26,0,179,92028,4,2.1,2,0,1,0,0,0,0
542,30,6,141,95014,2,4.333333333333333,1,0,0,0,0,0,0
